num,Type,PointX,PointY, PointZ,Distance0,Thickness1,P1_1,P2_1,P3_1,Distance1,Thickness2,P1_2,P2_2,P3_2,Distance2,Thickness3,P1_3,P2_3,P3_3,Distance3,Thickness4,P1_4,P2_4,P3_4,Distance4,Thickness5,P1_5,P2_5,P3_5,Distance5,Thickness6,P1_6,P2_6,P3_6,Distance6,Thickness7,P1_7,P2_7,P3_7,Distance7,Thickness8,P1_8,P2_8,P3_8,Distance8,Thickness9,P1_9,P2_9,P3_9,Distance_9,Thickness10,P1_10,P2_10,P3_10,Distance10,Thickness11,P1_11,P2_11,P3_11,Distance11,Thickness12,P1_12,P2_12,P3_12,Distance12,Thickness13,P1_13,P2_13,P3_13,Distance13,Thickness14,P1_14,P2_14,P3_14,Distance14,Thickness15,P1_15,P2_15,P3_15,a3ms
190,R1,850.23,200.20,616.90,0.00,0.69,2.44,71.70,0.21,7.22,1.92,2.44,71.70,0.21,16.74,2.66,2.44,71.70,0.21,2.44,9.46,2.44,71.70,0.21,7.26,2.34,1.03,2.95,0.35,15.67,3.03,1.80,45.00,0.35,77.53,1.52,7.85,210.00,0.30,8.42,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.26
191,R1,848.82,44.61,604.41,0.00,0.67,2.44,71.70,0.21,7.07,1.88,2.44,71.70,0.21,14.26,1.56,2.44,71.70,0.21,21.96,2.29,1.03,2.95,0.35,3.13,2.61,1.80,45.00,0.35,39.32,1.51,0.95,1.15,0.43,44.47,1.50,0.95,1.15,0.43,8.25,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.32
192,R1,851.67,111.62,588.51,0.00,0.67,2.44,71.70,0.21,6.91,1.83,2.44,71.70,0.21,27.64,2.55,2.44,71.70,0.21,6.73,2.24,1.03,2.95,0.35,3.06,2.55,1.80,45.00,0.35,38.63,1.51,0.95,1.15,0.43,43.35,1.56,0.95,1.15,0.43,8.57,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16
193,R1,849.08,264.16,638.48,0.00,0.73,2.44,71.70,0.21,10.85,2.01,2.44,71.70,0.21,26.93,2.79,2.44,71.70,0.21,7.36,2.45,1.03,2.95,0.35,3.34,2.79,1.80,45.00,0.35,107.18,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.93
194,R1,844.99,-24.66,629.39,0.00,0.71,2.44,71.70,0.21,7.44,1.98,2.44,71.70,0.21,29.79,2.75,2.44,71.70,0.21,7.25,2.42,1.03,2.95,0.35,3.29,2.75,1.80,45.00,0.35,42.35,1.53,0.95,1.15,0.43,45.72,1.53,0.95,1.15,0.43,8.69,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.92
195,R1,843.45,345.56,705.48,0.00,0.86,2.44,71.70,0.21,1.34,4.11,2.44,71.70,0.21,2.17,3.12,2.44,71.70,0.21,2.04,2.28,2.44,71.70,0.21,7.25,3.34,2.44,71.70,0.21,34.21,2.93,1.03,2.95,0.35,5.55,2.56,1.80,45.00,0.35,133.62,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.13
196,R1,851.55,283.10,618.04,0.00,0.69,2.44,71.70,0.21,10.38,1.92,2.44,71.70,0.21,25.75,2.66,2.44,71.70,0.21,7.03,2.34,1.03,2.95,0.35,3.20,2.66,1.80,45.00,0.35,101.96,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.94
197,R1,849.35,314.90,644.25,0.00,0.73,2.44,71.70,0.21,11.00,2.11,2.44,71.70,0.21,27.18,2.82,2.44,71.70,0.21,7.45,2.48,1.03,2.95,0.35,3.39,2.82,1.80,45.00,0.35,109.79,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.06
198,R1,851.35,421.65,643.02,0.00,0.73,2.44,71.70,0.21,10.93,2.02,2.44,71.70,0.21,27.11,2.81,2.44,71.70,0.21,7.41,2.47,1.03,2.95,0.35,3.37,2.81,1.80,45.00,0.35,111.13,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.25
199,R1,843.87,369.41,705.48,0.00,0.87,2.44,71.70,0.21,1.33,4.12,2.44,71.70,0.21,2.15,3.15,2.44,71.70,0.21,11.53,3.34,2.44,71.70,0.21,34.28,2.82,1.03,2.95,0.35,6.15,2.91,1.80,45.00,0.35,133.01,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.54
200,R1,844.88,413.70,703.21,0.00,0.86,2.44,71.70,0.21,1.32,3.19,2.44,71.70,0.21,4.82,2.79,2.44,71.70,0.21,7.51,5.77,2.44,71.70,0.21,33.87,2.90,1.03,2.95,0.35,5.96,2.85,1.80,45.00,0.35,132.85,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.30
201,R1,844.19,128.12,662.32,0.00,0.77,2.44,71.70,0.21,8.07,2.39,2.44,71.70,0.21,11.05,2.63,2.44,71.70,0.21,1.16,5.20,2.44,71.70,0.21,12.00,2.98,2.44,71.70,0.21,7.86,2.62,1.03,2.95,0.35,119.58,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.77
202,R1,855.30,146.10,559.66,0.00,0.65,2.44,71.70,0.21,6.78,1.72,2.44,71.70,0.21,1.50,13.00,2.44,71.70,0.21,21.81,2.20,1.03,2.95,0.35,3.00,2.50,1.80,45.00,0.35,66.75,5.48,7.85,210.00,0.30,19.87,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.65
203,R1,846.89,239.05,655.10,0.00,0.76,2.44,71.70,0.21,11.32,3.70,2.44,71.70,0.21,9.78,1.74,2.44,71.70,0.21,0.50,17.18,2.44,71.70,0.21,7.87,2.56,1.03,2.95,0.35,3.49,2.91,1.80,45.00,0.35,112.20,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.42
204,R1,850.27,435.11,655.47,0.00,0.75,2.44,71.70,0.21,11.27,4.49,2.44,71.70,0.21,8.91,2.55,2.44,71.70,0.21,0.88,5.79,2.44,71.70,0.21,7.41,2.89,2.44,71.70,0.21,7.64,2.55,1.03,2.95,0.35,3.47,2.89,1.80,45.00,0.35,115.46,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.86
205,R1,848.40,-179.59,571.19,0.00,0.65,2.44,71.70,0.21,6.81,13.76,2.44,71.70,0.21,0.03,1.51,2.44,71.70,0.21,0.00,1.00,2.44,71.70,0.21,21.90,2.21,1.03,2.95,0.35,3.01,2.51,1.80,45.00,0.35,77.81,2.21,7.85,210.00,0.30,5.41,1.50,7.85,210.00,0.30,0.00,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.24
206,R1,844.09,164.28,669.34,0.00,0.79,2.44,71.70,0.21,8.22,2.18,2.44,71.70,0.21,5.60,3.03,2.44,71.70,0.21,34.13,2.67,1.03,2.95,0.35,1.67,6.82,7.85,210.00,0.30,99.45,16.15,7.85,210.00,0.30,0.00,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.07
207,R1,851.15,479.60,654.55,0.00,0.75,2.44,71.70,0.21,11.23,2.07,2.44,71.70,0.21,36.97,2.54,1.03,2.95,0.35,123.56,1.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.94
208,R2,855.23,-76.90,523.30,0.00,1.35,2.44,71.70,0.21,5.96,3.52,2.44,71.70,0.21,2.28,2.08,2.44,71.70,0.21,1.62,2.23,2.44,71.70,0.21,41.17,3.56,1.20,2.40,0.40,29.61,4.59,1.20,2.40,0.40,2.67,1.29,1.20,2.40,0.40,2.26,4.52,1.20,2.40,0.40,0.00,2.26,1.20,2.40,0.40,4.63,2.24,1.03,2.95,0.35,19.98,3.86,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.92
209,R2,855.38,-58.73,524.91,0.00,1.35,2.44,71.70,0.21,7.09,2.57,2.44,71.70,0.21,2.11,3.04,2.44,71.70,0.21,2.09,2.18,2.44,71.70,0.21,42.02,3.24,1.20,2.40,0.40,29.79,4.44,1.20,2.40,0.40,1.25,2.72,1.20,2.40,0.40,2.26,4.53,1.20,2.40,0.40,0.00,2.26,1.20,2.40,0.40,4.35,2.24,1.03,2.95,0.35,17.96,3.84,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.93
210,R2,855.65,-36.02,526.05,0.00,1.33,2.44,71.70,0.21,8.40,2.04,2.44,71.70,0.21,1.29,3.76,2.44,71.70,0.21,2.42,2.16,2.44,71.70,0.21,42.60,3.05,1.20,2.40,0.40,29.89,4.36,1.20,2.40,0.40,6.23,4.53,1.20,2.40,0.40,0.00,2.27,1.20,2.40,0.40,4.18,2.24,1.03,2.95,0.35,16.95,3.25,7.85,210.00,0.30,3.95,9.71,1.03,2.95,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.97
211,R2,855.91,-14.44,527.18,0.00,1.33,2.44,71.70,0.21,9.69,2.03,2.44,71.70,0.21,1.09,3.35,2.44,71.70,0.21,2.72,2.15,2.44,71.70,0.21,43.36,2.51,1.20,2.40,0.40,30.15,14.38,1.20,2.40,0.40,0.65,2.02,1.20,2.40,0.40,4.30,6.91,1.03,2.95,0.35,11.61,3.40,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.94
212,R2,856.45,9.41,526.05,0.00,1.34,2.44,71.70,0.21,8.39,2.04,2.44,71.70,0.21,1.30,3.75,2.44,71.70,0.21,2.42,2.16,2.44,71.70,0.21,34.80,5.11,1.20,2.40,0.40,20.63,0.69,1.20,2.40,0.40,1.28,27.46,1.20,2.40,0.40,0.68,2.27,1.20,2.40,0.40,4.36,2.24,1.03,2.95,0.35,18.79,3.83,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.04
213,R2,856.98,33.25,524.91,0.00,1.33,2.44,71.70,0.21,7.10,2.56,2.44,71.70,0.21,2.11,3.04,2.44,71.70,0.21,2.11,2.18,2.44,71.70,0.21,42.01,3.24,1.20,2.40,0.40,29.79,4.44,1.20,2.40,0.40,6.23,4.53,1.20,2.40,0.40,0.00,2.26,1.20,2.40,0.40,4.69,2.24,1.03,2.95,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.84
214,R2,857.16,56.87,527.18,0.00,1.34,2.44,71.70,0.21,9.68,2.03,2.44,71.70,0.21,1.09,3.35,2.44,71.70,0.21,2.70,2.15,2.44,71.70,0.21,43.17,2.89,1.20,2.40,0.40,29.98,4.28,1.20,2.40,0.40,6.24,4.51,1.20,2.40,0.40,0.00,2.02,1.20,2.40,0.40,4.56,2.24,1.03,2.95,0.35,18.78,3.81,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.35
215,R2,857.62,83.12,527.18,0.00,1.34,2.44,71.70,0.21,9.68,2.03,2.44,71.70,0.21,1.09,3.36,2.44,71.70,0.21,2.67,2.15,2.44,71.70,0.21,43.19,2.89,1.20,2.40,0.40,12.36,15.73,1.20,2.40,0.40,0.69,1.28,1.20,2.40,0.40,0.41,5.17,1.20,2.40,0.40,4.85,4.51,1.20,2.40,0.40,0.00,2.02,1.20,2.40,0.40,4.66,2.24,1.03,2.95,0.35,11.97,4.06,1.03,2.95,0.35,2.31,1.50,1.03,2.95,0.35,0.00,3.81,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,44.06
216,R2,857.92,108.49,528.46,0.00,1.32,2.44,71.70,0.21,11.16,2.03,2.44,71.70,0.21,1.07,2.79,2.44,71.70,0.21,2.84,2.14,2.44,71.70,0.21,43.86,2.73,1.20,2.40,0.40,30.09,4.19,1.20,2.40,0.40,6.24,4.18,1.20,2.40,0.40,0.00,2.02,1.20,2.40,0.40,4.80,2.24,1.03,2.95,0.35,19.64,6.09,7.85,210.00,0.30,6.25,6.92,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.50
217,R2,858.47,132.06,527.18,0.00,1.34,2.44,71.70,0.21,9.69,2.03,2.44,71.70,0.21,1.09,3.35,2.44,71.70,0.21,2.58,2.15,2.44,71.70,0.21,34.06,18.22,1.20,2.40,0.40,9.12,19.04,1.20,2.40,0.40,10.74,2.02,1.20,2.40,0.40,14.72,2.55,1.14,2.40,0.34,64.04,3.61,1.03,2.95,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.65
218,R2,853.01,-78.04,544.22,0.00,1.28,2.44,71.70,0.21,16.90,3.55,2.44,71.70,0.21,2.01,4.93,2.44,71.70,0.21,5.12,2.63,2.44,71.70,0.21,8.93,2.53,1.20,2.40,0.40,1.61,2.22,1.20,2.40,0.40,4.20,4.82,1.20,2.40,0.40,0.00,2.33,1.20,2.40,0.40,57.03,3.60,1.20,2.40,0.40,1.34,4.41,1.20,2.40,0.40,0.61,2.03,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.23
219,R2,853.05,-55.33,547.63,0.00,1.27,2.44,71.70,0.21,13.25,3.52,2.44,71.70,0.21,6.24,4.16,2.44,71.70,0.21,7.35,2.84,2.44,71.70,0.21,9.18,2.61,1.20,2.40,0.40,4.59,4.22,1.20,2.40,0.40,5.06,2.75,1.20,2.40,0.40,57.10,4.55,1.20,2.40,0.40,1.21,4.03,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.99
220,R2,853.56,-33.11,546.49,0.00,1.28,2.44,71.70,0.21,13.28,3.53,2.44,71.70,0.21,5.74,4.70,2.44,71.70,0.21,6.65,2.79,2.44,71.70,0.21,9.08,2.58,1.20,2.40,0.40,2.60,2.33,1.20,2.40,0.40,0.40,4.79,1.20,2.40,0.40,3.16,2.85,1.20,2.40,0.40,57.05,6.30,1.20,2.40,0.40,1.21,3.98,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.13
221,R2,853.82,-11.04,547.63,0.00,1.27,2.44,71.70,0.21,13.25,3.52,2.44,71.70,0.21,6.25,4.16,2.44,71.70,0.21,7.37,2.84,2.44,71.70,0.21,9.19,2.62,1.20,2.40,0.40,4.59,4.21,1.20,2.40,0.40,5.07,2.75,1.20,2.40,0.40,3.37,6.85,1.20,2.40,0.40,0.26,25.86,1.20,2.40,0.40,0.77,24.53,1.20,2.40,0.40,1.21,4.03,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.13
222,R2,854.06,11.68,549.09,0.00,1.26,2.44,71.70,0.21,13.20,3.51,2.44,71.70,0.21,7.15,3.22,2.44,71.70,0.21,8.25,2.87,2.44,71.70,0.21,9.31,2.67,1.20,2.40,0.40,14.54,2.76,1.20,2.40,0.40,1.10,6.85,1.20,2.40,0.40,0.52,28.23,1.20,2.40,0.40,0.77,21.97,1.20,2.40,0.40,1.20,4.01,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.24
223,R2,854.68,30.98,546.49,0.00,1.28,2.44,71.70,0.21,13.28,3.53,2.44,71.70,0.21,5.73,4.70,2.44,71.70,0.21,6.65,2.79,2.44,71.70,0.21,9.08,2.58,1.20,2.40,0.40,2.60,2.33,1.20,2.40,0.40,0.40,4.79,1.20,2.40,0.40,3.16,2.85,1.20,2.40,0.40,57.05,6.31,1.20,2.40,0.40,1.21,3.97,1.20,2.40,0.40,5.03,0.50,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.67
224,R2,854.74,50.29,549.10,0.00,1.27,2.44,71.70,0.21,13.20,3.51,2.44,71.70,0.21,7.15,3.22,2.44,71.70,0.21,8.24,2.87,2.44,71.70,0.21,9.31,2.67,1.20,2.40,0.40,3.85,2.56,1.20,2.40,0.40,8.13,2.76,1.20,2.40,0.40,57.14,2.32,1.20,2.40,0.40,1.20,4.01,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.82
225,R2,855.09,75.27,549.90,0.00,1.26,2.44,71.70,0.21,13.18,3.50,2.44,71.70,0.21,7.73,2.75,2.44,71.70,0.21,8.57,2.88,2.44,71.70,0.21,9.35,2.71,1.20,2.40,0.40,14.96,2.76,1.20,2.40,0.40,57.15,1.11,1.20,2.40,0.40,1.20,4.01,1.20,2.40,0.40,0.63,1.75,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.30
226,R2,855.31,101.39,552.17,0.00,1.26,2.44,71.70,0.21,13.11,3.48,2.44,71.70,0.21,9.46,2.58,2.44,71.70,0.21,8.27,2.91,2.44,71.70,0.21,9.39,2.84,1.20,2.40,0.40,16.23,6.09,1.20,2.40,0.40,2.23,3.02,1.20,2.40,0.40,5.17,2.93,1.20,2.40,0.40,0.00,27.44,1.20,2.40,0.40,0.00,2.59,1.20,2.40,0.40,1.60,5.77,1.20,2.40,0.40,3.11,2.86,1.20,2.40,0.40,2.98,1.66,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.11
227,R2,855.84,125.24,551.03,0.00,1.25,2.44,71.70,0.21,13.15,3.49,2.44,71.70,0.21,8.60,2.58,2.44,71.70,0.21,8.46,2.90,2.44,71.70,0.21,9.39,2.76,1.20,2.40,0.40,5.07,2.57,1.20,2.40,0.40,0.93,0.59,1.20,2.40,0.40,6.47,5.23,1.20,2.40,0.40,55.35,3.94,1.20,2.40,0.40,6.51,2.35,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.97
228,R2,856.06,144.55,552.17,0.00,1.26,2.44,71.70,0.21,13.11,3.48,2.44,71.70,0.21,9.47,2.58,2.44,71.70,0.21,8.20,2.91,2.44,71.70,0.21,9.39,2.83,1.20,2.40,0.40,11.36,3.39,1.03,2.95,0.35,16.59,8.05,1.20,2.40,0.40,2.30,2.21,1.20,2.40,0.40,6.05,1.97,1.20,2.40,0.40,56.21,3.51,1.03,2.95,0.35,31.12,4.25,1.03,2.95,0.35,15.74,10.48,1.03,2.95,0.35,58.35,42.29,7.85,210.00,0.30,14.03,3.60,7.85,210.00,0.30,0.00,0.00,0.00,0.00,0.00,40.07
229,R2,850.48,-79.18,568.07,0.00,1.21,2.44,71.70,0.21,12.65,3.36,2.44,71.70,0.21,0.65,2.71,2.44,71.70,0.21,12.36,4.00,2.44,71.70,0.21,15.57,2.69,2.44,71.70,0.21,14.80,2.46,1.03,2.95,0.35,15.56,2.34,1.20,2.40,0.40,0.70,4.71,1.20,2.40,0.40,29.46,3.16,1.20,2.40,0.40,17.98,2.54,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.71
230,R2,850.64,-56.46,570.34,0.00,1.20,2.44,71.70,0.21,12.59,3.34,2.44,71.70,0.21,17.17,2.67,2.44,71.70,0.21,18.04,2.71,2.44,71.70,0.21,14.91,2.46,1.03,2.95,0.35,15.76,2.35,1.20,2.40,0.40,0.70,4.72,1.20,2.40,0.40,29.05,3.12,1.20,2.40,0.40,17.80,2.53,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.90
231,R2,850.92,-33.75,571.48,0.00,1.21,2.44,71.70,0.21,12.56,3.33,2.44,71.70,0.21,18.09,2.51,2.44,71.70,0.21,18.61,2.73,2.44,71.70,0.21,14.95,2.46,1.03,2.95,0.35,14.18,0.59,7.85,210.00,0.30,0.06,3.38,1.20,2.40,0.40,0.71,4.72,1.20,2.40,0.40,28.82,3.11,1.20,2.40,0.40,17.71,13.23,1.20,2.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.42
